Source,Paper Title,Author,Year,Empirical Data?,Subsidy Category,Resource Subsidy,Vector (taxon or phenomenon) Group,Specific Vector,Biotic or Abiotic?,Recipient taxon or habitat,Subgroups Yes,Ecotone/Ecosystem Boundary,Climate Zone,Mediterannean Yes,Continent,Country,Lat/Lon,Experimental Component Yes,Start Year,End Year,Your Initials
Mulder,Stepwise enrichment of 15N along food chains: further evidence and the relation between 15N and animal age,"Minagawa, M. and E. Wada",1984,Yes,,N,Various Animals,Molluscs,Biotic,Fish,Yes,Marine - Marine,Oceanic,No,Asia,China,"30.3953, 125.9152",No,N/A,N/A,KH
Mulder,Stepwise enrichment of 15N along food chains: further evidence and the relation between 15N and animal age,"Minagawa, M. and E. Wada",1984,Yes,,N,Various Animals,Crustaceans,Biotic,Plankton,Yes,Marine - Marine,Oceanic,No,Asia,Pacific Ocean,"56.9073, -178.1395",No,N/A,N/A,KH
Mulder,Stepwise enrichment of 15N along food chains: further evidence and the relation between 15N and animal age,"Minagawa, M. and E. Wada",1984,Yes,,N,Various Animals,Insecta,Biotic,Plankton,Yes,Marine - Marine,Oceanic,No,Asia,Japan,"35.2096, 139.0035",No,N/A,N/A,KH
Mulder,Stepwise enrichment of 15N along food chains: further evidence and the relation between 15N and animal age,"Minagawa, M. and E. Wada",1984,Yes,,N,Various Animals,Amphibia,Biotic,Plankton,Yes,Marine - Marine,Oceanic,No,Asia,Japan,"35.2096, 139.0036",No,N/A,N/A,KH
Mulder,Stepwise enrichment of 15N along food chains: further evidence and the relation between 15N and animal age,"Minagawa, M. and E. Wada",1984,Yes,,N,Various Animals,Fish,Biotic,Plankton,Yes,Marine - Marine,Oceanic,No,Asia,Japan,"35.2096, 139.0037",No,N/A,N/A,KH
Mulder,Stepwise enrichment of 15N along food chains: further evidence and the relation between 15N and animal age,"Minagawa, M. and E. Wada",1984,Yes,,N,Various Animals,Ave,Biotic,Plankton,Yes,Marine - Marine,Oceanic,No,Asia,Japan,"35.2096, 139.0038",No,N/A,N/A,KH
Mulder,Stepwise enrichment of 15N along food chains: further evidence and the relation between 15N and animal age,"Minagawa, M. and E. Wada",1984,Yes,,N,Various Animals,Mammal,Biotic,Plankton,Yes,Marine - Marine,Oceanic,No,Asia,Japan,"35.2096, 139.0039",No,N/A,N/A,KH
Subalusky,Stoichiometry and Life-History Interact to Determine the Magnitude of Cross-Ecosystem Element and Biomass Fluxes,Luhring et al.,2017,No,,,,,,,,,,,,,,,,,FL
Subalusky,Stoichiometry of nutrient recycling by vertebrates in a tropical stream: linking species identity and ecosystem processes,Vanni et al,2002,Yes,,No relation to subsidies (stoichiometry of nutrient recycling),,,,,,,,,,,,,,,FL
Subalusky,Stream meanders increase insectivorous bird abundance in riparian deciduous forests,Iwata et al.,2003,Yes,,Emerging aquatic insects effects on insectivorous bird density,Insect,Adult aquatic insect emergence,Biotic,Riparian insectivorous bird abundance,No,Freshwater - Terrestrial,Deciduous forest,No,Asia,Japan,"42.6, 141.6",Yes,2000,2000,FL
Mulder,Subantarctic Macquarie Island- a model ecosystem for studying animal derived nitrogen sources using 15N natural abundance,"Enkine, P.D., et al",1998,Yes,,Nitrogen,Sea Birds,Unspecified,Biotic,Soil,No,Marine - Terrestrial,Subantarctic,No,Pacific Ocean,Macquarie Island,"-54.6315058,158.5818896",No,1994,1996,KH
Subalusky,Subsidy hypothesis and strength of trophic cascades across ecosystems,Leroux and Loreau,2008,No,,,,,,,,,,,,,,,,,FL
Subalusky,Subsidy or Subtraction: How Do Terrestrial Inputs Influence Consumer Production in Lakes?,Jones et al.,2012,No,,,,,,,,,,,,,,,,,FL
Mulder,Survey of Contemporary Knowledge of Biogeochemistry,"Hutchinson, G.E.",1950,No,,,,,,,,,,,,,,,,,
Subalusky,"Survey of existing knowledge of biogeochemistry. 3, The biogeochemistry of vertebrate excretion. Bulletin of the AMNH ; v. 96",Hutchinson,1950,No,,,,,,,,,,,,,,,,,FL
Subalusky,Tangled webs: reciprocal flows of invertebrate prey link streams and riparian zones,Baxter et al.,2005,No,,,,,,,,,,,,,,,,,FL
Subalusky,"Terrestrial carbon is a resource, but not a subsidy, for lake zooplankton",Kelly et al.,2014,Yes,,Terrestrial organic carbon,Unspecified,Unspecified,Unspecified,Lake zooplankton,No,Terrestrial - Freshwater,Continental,No,North America,United States,"45.4, -88.6",Yes,2011,2011,FL
Mulder,The absolute abundance of the nitrogen isotopes in the atmosphere and compressed gas from various sources,"Junk, G. and H.V. Svec",1958,Yes,,Nitrogen,Atomosphere,N/A,Abiotic,Air,No,Lab setting,Lab,No,Lab,Lab,LABORATORY,Yes,N/A,N/A,KH
Mulder,The abundance ratio of 15N/14N in marine environments,"Miyaki, Y. and E. Wada",1967,Cannot find article,,,,,,,,,,,,,,,,,
Subalusky,The biogeochemical implications of massive gull flocks at landfills,Winton and River,2017,No,,,,,,,,,,,,,,,,,
Seabird Chapter,"The concept of organisms as ecosystem engineers ten years on: progress, limitations, and challenges","Wright, J.P. and C.G. Jones",2006,No,,,,,,,,,,,,,,,,,
Subalusky,The discovery of a natural whale fall in the Antarctic deep sea,Amon et al.,2013,Yes,,Whale carcass (lipids),Aquatic mammal,Antarctic minke whale,Biotic,Deep-sea floor,No,Marine - Marine,Deep sea,No,Atlantic Ocean,East Scotia Sea,"-59.7, -28.4",Yes,2010,<2013,FL
Subalusky,The dynamics of spatially coupled food webs,McCann et al.,2005,No,,,,,,,,,,,,,,,,,FL
Subalusky,The ecological effects of providing resource subsidies to predators,Newsome et al.,2015,No,,,,,,,,,,,,,,,,,FL
Seabird Chapter,The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,,N/A,Birds,Guanay Cormorant,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750000",No,1977,1979,KH
Seabird Chapter,The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,,N/A,Birds,Peruvian Booby,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750001",No,1977,1979,KH
Seabird Chapter,The ecology of tick parasitism on densely nesting peruvian seabird,"Duffy, D.C.",1983,Yes,,N/A,Birds,Peruvian Brown Pelican,Abiotic,Ticks,No,Marine - Terrestrial,Temperate,No,South America,Peru,"-11.383333, -79.750002",No,1977,1979,KH
Seabird Chapter,The effects of enrichment on the dynamics of apparent competitive interactions in stage-structured systems.,"Bonsall, M.B. and R.D. Holt",2003,No,,,,,,,,,,,,,,,,,KH
MacInturf,The effects of nesting gulls on the vegetation and soil of islands in the Great Lakes,"Hogg, Morton",1983,Yes,,"Nitrogen, Potassium, Phosphorus, Salt, pH",Seabirds,Ring-Billed Gull,Biotic,Soil and nearby vegetation,Yes,Marine - Terrestrial,Continental,No,North America,Canada,"44.977, -81.081",Yes,1979,1979,JB
MacInturf,The effects of nesting gulls on the vegetation and soil of islands in the Great Lakes,"Hogg, Morton",1983,Yes,,"Nitrogen, Potassium, Phosphorus, Salt, pH",Seabirds,Herring Gull,Biotic,Soil and nearby vegetation,Yes,Marine - Terrestrial,Continental,No,North America,Canada,"44.977, -81.082",Yes,1979,1979,JB
Subalusky,The fate of dead fish tagged with biotelemetry transmitters in an urban stream,Muhametsafina et al.,2014,Yes,,Juvenile white sucker carcasses,Fish,Juvenile white sucker,Biotic,Stream,No,Freshwater - Freshwater,Continental,No,North America,Canada,"45.4, -75.9",Yes,2012,2012,FL
Subalusky,The fate of nitrogen in gypsy moth frass deposited to an oak forest floor,Christenson et al.,2002,Yes,,Forest defoliation (N),Moss and Leaves,Gypsy moss frass and Oak leaf litter,Biotic,Forest floor soil/plants,Yes,Terrestrial - Terrestrial,Humid continental,No,North America,United States,"41.8, 73.7",Yes,1995,1997,FL
Mulder,The fate of phosphorus during pedogenesis,"Walker, T.R. and Syers, J.K.",1976,No,,,,,,,,,,,,,,,,,
Subalusky,The Flood Pulse Concept in River-Floodplain Systems,Junk,1989,No,,,,,,,,,,,,,,,,,FL
Subalusky,The flood pulse concept of large rivers: learning from the tropics,Junk,2001,No,,,,,,,,,,,,,,,,,FL
Mulder,The Great Guano Rush: Entrepreneurs and American Overseas Expansion,"Skaggs, J.M.",1994,Cannot access online,,,,,,,,,,,,,,,,,
Subalusky,The hippopotamus conveyor belt: vectors of carbon and nutrients from terrestrial grasslands to aquatic systems in sub-Saharan Africa,Subalusky et al,2014,Yes,,"Hippopotamus excretion/egestion (N, C, P)",Mammal,Hippopotamus,Biotic,River,No,Terrestrial - Freshwater,"Excretion/egestion measured in tanks at zoo, to make a model for the Mara River in Kenya",No,Africa,Kenya,"-1.60, 35.0",Yes,Unspecified,Unspecified,FL
Subalusky,The Impact of Whaling on the Ocean Carbon Cycle: Why Bigger Was Better,Pershing et al.,2010,No,,,,,,,,,,,,,,,,,FL
Subalusky,"The influence of a semi-arid sub-catchment on suspended sediments in the Mara River, Kenya",Dutton et al.,2018,Yes,,Sediments (in/organic terrestrially derived particles),Sediments,"Sediments from wildlife grazing, hippo pools, land conversion",Abiotic,River,No,Terrestrial - Freshwater,Temperate subtropical,No,Africa,Kenya/Tanzania,"-1.60, 35.0",Yes,2011,2014,FL
Mulder,"The influence of a tuatara on fairy prion breeding on Stephens Island, Cook Stait","Walls, G.Y.",1978,Yes,habitat,Burrowing,Tuatara,Pachyptila tutur,Biotic,Birds,No,Terrestrial - Terrestrial,Temperate,No,Oceania,New Zealand,"-40.6702, 173.9969",No,1974,1975,KH
Seabird Chapter,The influence of physical factors and ornithogenic products on plant and arthropod abundance at an island Nunatak group in Antarctica,"Ryan, P.G. and B.P Watkins",1989,Yes,,Ornithogenic products,Birds,Unspecified,Biotic,Plants and Arthropods,No,Terrestrial - Terrestrial,Arctic,No,Antarctica,Robertskollen,"-71.466667, 3.250000",No,1987,1988,KH
Subalusky,"The influence of physical processes, organisms, and permeability on cross-ecosystem fluxes.",Witman et al,2004,No,,,,,,,,,,,,,,,,,
MacInturf,The influence of seabird manuring on the phosphorus status of Marion Island (Subantarctic) soils,Smith,1979,No,,,,,,,,,,,,,,,,,
Subalusky,The Last Mile: How to Sustain Long-Distance Migration in Mammals,Berger,2004,No,,,,,,,,,,,,,,,,,FL
Subalusky,The legacy of the Pleistocene megafauna extinctions on nutrient availability in Amazonia,Doughty et al.,2013,No,,,,,,,,,,,,,,,,,FL
MacInturf,The mineral and energy contributions of guano of selected species of birds to the Marion Island terrestrial ecosystem,Burger et al.,1978,Yes,,"Seabird Guano(Nitrogen, Uric acid, protein, etc.)",Seabirds,14 different species,Biotic,Beach Soil,Yes,Marine - Terrestrial,Temperate,No,Africa,South Africa,"-46.909, 37.7469",Yes,1974,1975,JB
Mulder,The mineral nutrition of wild plants,"Chapin, F.S.",1980,No,,,,,,,,,,,,,,,,,
MacInturf,The Mineral Nutrition of Wild Plants Revisited: A Re-evaluation of Processes and Patterns,Aerts and Chapin,1999,No,,,,,,,,,,,,,,,,,
Subalusky,The need for integrative approaches to understand and conserve migratory ungulates,Bolger et al.,2008,No,,,,,,,,,,,,,,,,,FL
Seabird Chapter,The Nitrogen Pathway in a Penguin Rookery,"Lindeboom, H.J.",1984,Yes,,Nitrogen,Birds,Penguins,Biotic,Microorganisms,No,Marine - Terrestrial,Oceanic,No,South Africa,Marion Island,"-46.900000, 37.733333",Yes,1975,1977,KH
Mulder,The occurrence of burrow nesting-among birrds and its influence on soil fertility and stability,"Furness, R.W.",1991,Cannot find paper,,,,,,,,,,,,,,,,,
Subalusky,The ontogenetic niche and species interactions in size structured populations,Werner and Gilliam,1984,No,,,,,,,,,,,,,,,,,
Mulder,The petrels: their ecology and breeding systems,"Warham, J.",1990,No,,,,,,,,,,,,,,,,,
Subalusky,The problem of boundaries in defining ecosystems: A potential landmine for uniting geomorphology and ecology,Post et al.,2007,No,,,,,,,,,,,,,,,,,FL
MacInturf,The Relationship between Herring Gulls and the Vegetation of their Breeding Colonies,Sobey and Kenworth,1979,Yes,,"Seabird Guano(Nitrogen, Phosphorus, Metals)",Seabirds,Herring Gulls,Biotic,Soil,No,Marine - Terrestrial,Temperate Oceanic,No,Europe,Scotland,"57.3506, -1.9446",Yes,1971,1972,JB
Subalusky,The response of stream periphyton to Pacific salmon: using a model to understand the role of environmental context,Bellmore et al.,2014,No,,,,,,,,,,,,,,,,,FL
Subalusky,The Role of Migratory Waterfowl as Nutrient Vectors in a Managed Wetland,Post et al.,1998,Yes,,"Migratory waterfowl (N, P)",Bird,Goose & crane,Biotic,Wetland,No,Terrestrial - Freshwater,Semi continental,No,North America,United States,"33.8, -106.9",Yes,1995,1996,FL
Mulder,The spatial distribution of ammonia emitted from seabirds and its contribution to atmospheric niitrogen diposition in the UK,"Wilson, L.J., et al",2004,No,,,,,,,,,,,,,,,,,
Subalusky,The stoichiometry of nutrient release by terrestrial herbivores and its ecosystem consequences,Sitters et al,2017,No,,,,,,,,,,,,,,,,,FL
Subalusky,The Trophic-Dynamic Aspect of Ecology,Lindeman,1942,No,,,,,,,,,,,,,,,,,FL
Subalusky,The whale pump: marine mammals enhance primary productivity in a coastal basin,Roman and McCarthy,2010,Yes,,Whale pump/defecation (ammonium),Aquatic mammal,Whale,Biotic,More shallow waters,No,Marine - Marine,n/a,n/a,North America,United States,"42.5, -70.3",Yes,2008,2009,FL
Subalusky,"Time-series analysis of six whale-fall communities in Monterey Canyon, California, USA",Lundsten et al.,2010,Yes,,Whale fall,Aquatic mammal,Whale fall,Biotic,Deep sea floor communities,No,Marine - Marine,Deep sea,No,North America,United States,"36.8, -121.8",Yes,2004,2006,FL
Subalusky,Toward a Metabolic Theory of Ecology,Brown et al.,2004,No,,,,,,,,,,,,,,,,,FL
Subalusky,Toward an Integration of Landscape and Food Web Ecology: The Dynamics of Spatially Subsidized Food Webs,Polis et al.,1997,No,,,,,,,,,,,,,,,,,FL
MacInturf,TOWARD AN INTEGRATION OF LANDSCAPE AND FOOD WEB ECOLOGY:The Dynamics of Spatially Subsidized Food Webs,Polis et al.,1997,No,,,,,,,,,,,,,,,,,JB
Subalusky,Towards an integration of ecological stoichiometry and the metabolic theory of ecology to better understand nutrient cycling,Allen and Gillooly,2009,No,,,,,,,,,,,,,,,,,FL
Subalusky,Transfer of Nutrients from Spawning Salmon to Riparian Vegetation in Western Washington,Bilby et al.,2003,Yes,fish derived,Salmon eggs & carcasses (N and P),Fish,Several salmon species,Biotic,Riparian plants,No,Marine - Terrestrial,Mediterranean,Yes,North America,United States,"43.0, -123.2 and 47.6, -121.9",Yes,1996,1997,FL
Subalusky,Trends in high-frequency climate variability in the twentieth century,Karl et al.,1995,No,,,,,,,,,,,,,,,,,FL
Seabird Chapter,Trophic cascades revealed in diverse ecosystems,"Pace, M.L. et al",1999,No,,,,,,,,,,,,,,,,,
Subalusky,Trophic facilitation by introduced top predators: grey wolf subsidies to scavengers in Yellowstone National Park,Wilmers et al,2003,No,,,,,,,,,,,,,,,,,
Seabird Chapter,Trophic Flows from Water to Land: Marine Input Affects Food Webs of Island and Costal Ecosystems Worldwide,"Polis, G.A., et al",2004,No,,,,,,,,,,,,,,,,,
MacInturf,Trophic position influences the efficacy of seabirds as metal biovectors,Michelutti et al.,2010,Yes,,Metals,Seabirds,Arctic terns (Sterna paradisaea),Biotic,Pond,Yes,Marine - Terrestrial,Arctic,No,North America,Canada,"75.50, -96.20",Yes,2008,2008,JB
MacInturf,Trophic position influences the efficacy of seabirds as metal biovectors,Michelutti et al.,2010,Yes,,Metals,Seabirds,Common eiders,Biotic,Pond,Yes,Marine - Terrestrial,Arctic,No,North America,Canada,"75.50, -96.21",Yes,2008,2008,JB
Subalusky,Trophic shifts of a generalist consumer in response to resource pulses,Shaner and Macko,2011,Yes,,Cicadas,Insect,Cicada,Biotic,White-footed mouse,,Terrestrial - Terrestrial,Humid subtropical,No,North America,United States,"39, -78",Yes,2003,2004,FL
Subalusky,Trophic shifts of a generalist consumer in response to resource pulses,Shaner and Macko,2011,Yes,,Millet seeds,Plant,Millet seed,Biotic,White-footed mouse,Yes,Terrestrial - Terrestrial,Humid subtropical,No,North America,United States,"39, -77",Yes,2003,2004,FL
Subalusky,Trophic structure of an African savanna river and organic matter inputs by large terrestrial herbivores: A stable isotope approach,Masese et al.,2018,Yes,,"Large herbivore (N, C)",Mammal,"Large herbivores (hippo, livestock)",Biotic,Riverine ecosystem,No,Terrestrial - Freshwater,Temperate subtropical,No,Africa,Kenya,"-1.60, 35.0",Yes,2011,2012,FL
other,"Unpubl data. Seabird spatial subsidies: Urban foraging and
nutrient deposition on coastal islands","Guerra AS, Bui A, Klope M, Orr D, Shaffer S, Young H",2021,Yes,seabird guano,guano,Aves,Western Gull (Larus occidentalis),Biotic,Anacapa Island,No,Marine - Terrestrial,Mediterranean Islands,Yes,North America,United States of America,"34.0044656,-119.4083151",N,2016,2020,AG
other,"Unpubl data. Seabird spatial subsidies: Urban foraging and
nutrient deposition on coastal islands","Guerra AS, Bui A, Klope M, Orr D, Shaffer S, Young H",2021,Yes,seabird guano,guano,Aves,Western Gull (Larus occidentalis),Biotic,Santa Barbara Island,No,Marine - Terrestrial,Arid Islands,Yes,North America,United States of America,"33.4765735,-119.0397887",N,2016,2020,AG
Mulder,Using stable isotopes to quantify material transport in food webs,"Schindler, D.E. and S.C. Lubetkin",2004,Cannot access online,,,,,,,,,,,,,,,,,
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Heracleum,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.145800, -170.344400",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Draba,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.145800, -170.344401",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Glyceria,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.145800, -170.344402",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"53.76018,-166.92241",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.250000, -169.970000",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.280000, -169.870000",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.410000, -169.480000",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.290000, -170.600000",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.470000, -171.080000",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.42, -169.62",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"56.35, -169.49",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.13, -170.32",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.42, -169.62",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"56.35, -169.49",No,1993,1993,KH
Seabird Chapter,"Utilitation of nitrogen derived from seabird guano by terrestrial and marine plant at St. Paul, Pribilor Islands, Berring Sea, Alaska","Wainwright, S.C. et al",1998,Yes,seabird guano,C and N,Seabirds,Unspecified,Biotic,Vascular plants; mammals unspecified,Yes,Terrestrial - Marine,Arctic Coastal,No,North America,USA,"57.13, 170.32",No,1993,1993,KH
MacInturf,"Variability in δ15N, δ13C and Kjeldahl nitrogen of soils from islands with and without seabirds in the Marlborough Sounds, New",Markwell and Daugherty,2003,Yes,,Seabird Guano(Nitrogen),Seabirds,Pachyptila turtur,Biotic,Vegetation,Yes,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-40.40, 174.00",Yes,1995,1996,JB
MacInturf,"Variability in δ15N, δ13C and Kjeldahl nitrogen of soils from islands with and without seabirds in the Marlborough Sounds, New",Markwell and Daugherty,2003,Yes,,Seabird Guano(Nitrogen),Seabirds,Puffinus griseus,Biotic,Vegetation,Yes,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-40.40, 174.01",Yes,1995,1996,JB
MacInturf,"Variability in δ15N, δ13C and Kjeldahl nitrogen of soils from islands with and without seabirds in the Marlborough Sounds, New",Markwell and Daugherty,2003,Yes,,Seabird Guano(Nitrogen),Seabirds,P. gavia,Biotic,Vegetation,Yes,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-40.40, 174.02",Yes,1995,1996,JB
MacInturf,"Variability in δ15N, δ13C and Kjeldahl nitrogen of soils from islands with and without seabirds in the Marlborough Sounds, New",Markwell and Daugherty,2003,Yes,,Seabird Guano(Nitrogen),Seabirds,Pelecanoides urinatrix,Biotic,Vegetation,Yes,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-40.40, 174.03",Yes,1995,1996,JB
MacInturf,"Variability in δ15N, δ13C and Kjeldahl nitrogen of soils from islands with and without seabirds in the Marlborough Sounds, New",Markwell and Daugherty,2003,Yes,,Seabird Guano(Nitrogen),Seabirds,P. carneipes,Biotic,Vegetation,Yes,Marine - Terrestrial,Temperate,No,Oceania,New Zealand,"-40.40, 174.04",Yes,1995,1996,JB
Subalusky,Variation in survivorship of a migratory songbird throughout its annual cycle,Sillet and Holmes,2002,Yes,,No relation to subsidies (songbird migration patterns/survivability),,,,,,,,,,,,,,,FL
MacInturf,Vectors with autonomy: what distinguishes animal-mediated nutrient transport from abiotic vectors?,McInturf et al.,2019,No,,,,,,,,,,,,,,,,,
Mulder,Vegetation of New Zealand shag colonies,"Gillham, M.E.",1960,No,,,,,,,,,,,,,,,,,
Subalusky,Vertebrate herbivores and ecosystem control: cascading effects of faeces on tundra ecosystems,Van der Waal et al,2004,Yes,,"Reindeer faeces (N, C)",Mammal,Reindeer,Biotic,Soil,No,Terrestrial - Terrestrial,Tundra,No,Europe,Norway,"77.1, 15.3",Yes,1997,2001,FL
Seabird Chapter,What determines the strength of a trophic cascade?,"Borer E.T., et al",2005,No,,,,,,,,,,,,,,,,,KH
Subalusky,When and where does mortality occur in migratory birds? Direct evidence from long-term satellite tracking of raptors,Klaassen et al.,2014,Yes,,No relation to subsidies (bird migration & mortality),,,,,,,,,,,,,,,FL
Subalusky,When are fish sources vs. sinks of nutrients in lake ecosystems?,Vanni et al,2013,No,,,,,,,,,,,,,,,,,FL
Subalusky,Wolves modulate soil nutrient heterogeneity and foliar nitrogen by configuring the distribution of ungulate carcasses,Bump et al.,2009,Yes,,"Moose carcasses from wolves (N, C)",Mammal,Moose carcass (killed by wolf),Biotic,Aster plant,,Terrestrial - Terrestrial,Boreal forest,No,North America,United States,"48.0, -88.10",Yes,1958,2006,FL
Subalusky,Wolves modulate soil nutrient heterogeneity and foliar nitrogen by configuring the distribution of ungulate carcasses,Bump et al.,2009,Yes,,"Moose carcasses from wolves (N, P, K)",Mammal,Moose carcass (killed by wolf),Biotic,Soil,Yes,Terrestrial - Terrestrial,Boreal forest,No,North America,United States,"48.0, -88.9",Yes,1958,2006,FL
Subalusky,Worldwide mass strandings of beaked whales: retrospective review and causes,Brownell et al.,2005,No,,,,,,,,,,,,,,,,,FL
MacInturf,Zooplankton mortality effects on the plankton community of the northern Humboldt Current System: sensitivity of a regional biogeochemical model,Hill Cruz et al.,2021,No,,,,,,,,,,,,,,,,,
,,,,,,,,Macaroni Penguin,,,,,,,,,,,,,
