Common Name,County,City,Locality Detail,Latitude,Latitude Units,Latitude Actual/Estimate,Longitude,Longitude Units,Longitude Actual/Estimate,How lat/long determined,Restrand,Group Event Flag,Group Type: UME,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,SW Fishery Type,Other Human Interaction,Other Human Int Description,SW Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Other Findings upon Level Y/N,Other Findings - Illness,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,SW Other Findings Type,Observation Date,How Observed,Observation Status,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transfer to Rehab,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD,Condition Other,Condition Other Description,Condition Comments,Sex,Age Class,Whole Carcass,Partial Carcass,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Other Collection Comments,Necropsied,Necropsy Limited Flag,Date of Necropsy,Additional Remarks
"Dolphin, common, long-beaked",Santa Barbara,Gaviota,Venadito Canyon,34.462,decimal degrees,estimate,-120.052,decimal degrees,estimate,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,5/9/16,Beach or Land,Advanced Decomposition,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT,Y,N,190,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Surf Beach,,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,8/20/16,Beach or Land,Fresh Dead,8/20/16,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT,Y,N,164,cm,actual,41,kg,actual,N,N,N,N,N,,,N,Y,N,N,,,Y,complete,8/20/16,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,Ellwood Beach Dr,34.4190167,decimal degrees,actual,-119.890888,decimal degrees,actual,GPS,,,,CBD,,,C,Unknown Entangling Net Fishery,N,,,,,,,,,,,,,,,8/11/20,Beach or Land,Moderate Decomposition,8/11/20,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,SUBADULT,Y,,220,cm,actual,,,notMeasured,Y,,,,,,,,,,,,,Y,complete,8/11/20,
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,Hendry's Beach,34.403072,decimal degrees,actual,-119.744381,decimal degrees,actual,GPS,,,,CBD,,,,,,,,,,,,,,,,,,,,12/1/20,Beach or Land,Alive,12/1/20,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,,Y,Y,,,,,,Y,,,,MALE,SUBADULT,Y,,173,cm,actual,57,kg,estimate,,,,,,,,,,,,,,Y,complete,12/2/20,"Sub-Adult long beaked common dolphin rescued due to it stranding in shallow water and after re-float attempts were unsuccessful, also animal presented with snout injury."
"Dolphin, common, long-beaked",Santa Barbara,GOLETA,REFUGIO STATE BEACH,34.46259,decimal degrees,actual,-120.06703,decimal degrees,actual,GPS,N,N,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,3/31/09,Beach or Land,Advanced Decomposition,3/31/09,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN,N,N,184,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,LEADBETTER BEACH,34.402,decimal degrees,estimate,-119.699,decimal degrees,estimate,Internet,N,N,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,1/23/10,Beach or Land,Advanced Decomposition,1/23/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN,N,N,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,NO PARTS COLLECTED,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Lompoc,South Wall Beach,34.41996,decimal degrees,actual,-120.36103,decimal degrees,actual,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,4/24/13,Beach or Land,Mummified/Skeletal,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN,N,N,1,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,Arroyo Burro State Beach,34.407,decimal degrees,actual,-119.76,decimal degrees,actual,GPS,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,4/6/14,Beach or Land,Mummified/Skeletal,4/6/14,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN,N,N,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,CARPINTERIA,CARPINTERIA STATE BEACH,34.3883,decimal degrees,actual,-119.5177,decimal degrees,actual,GPS,N,,N,N,N,N,N,,N,,,N,N,N,N,,N,Y,N,N,N,Suspect DA,,4/25/17,Beach or Land,Alive,4/25/17,Alive,N,N,N,N,N,N,Y,4/25/17,Channel Islands Marine and Wildlife Institute,N,N,N,,Y,N,N,N,N,N,N,N,N,Y,Suspect DA,,UNKNOWN,UNKNOWN,N,N,0,in,estimate,,,,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,Haskells Beach,34.431,decimal degrees,estimate,-119.916,decimal degrees,estimate,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,5/13/17,Beach or Land,Advanced Decomposition,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN,N,N,1,cm,estimate,,,,N,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,Hollister Ranch at Bulito Beach,34.461981,decimal degrees,estimate,-120.335601,decimal degrees,estimate,Map,,,,CBD,,,,,,,,,,,,,,,,,,,,1/2/20,Beach or Land,Alive,1/2/20,Alive,,,,,,Y,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,,,notMeasured,,,notMeasured,,,,,,,,,,,,,,N,,,"CIMWI responded to a live common dolphin stranding at Hollister Ranch at Bulito Beach. People have been taking it back out to the ocean. Animal was pushed back into water at least twice before we arrived. People thought they saw it swim toward surfers ""as if to say thank you."" CIMWI walked beach and found animal in surf zone expired. Unable to pull up in shore due to tide and safety. The dolphin expired on it's own."
"Dolphin, common, long-beaked",Santa Barbara,CA,Leadbetter Beach,34.399762,decimal degrees,estimate,-119.702132,decimal degrees,estimate,Map,,,,N,,,,,,,,,,,,,,,,,,,,1/21/20,Beach or Land,Mummified/Skeletal,1/21/20,Mummified/Skeletal,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,,,notMeasured,,,notMeasured,,,,,,,,,,,,,,N,,,SB harbor called it in. SBHP emailed me a photo and notified that it will be buried. Animal is a code 5 no one available to respond.
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,Rincon Beach,34.335447,decimal degrees,estimate,-119.40719,decimal degrees,estimate,Map,,,,Y,,,Y,Unknown Entangling Net Fishery,,,,,,,,,,,,,,,,8/2/20,Beach or Land,Advanced Decomposition,8/2/20,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,,,,,notMeasured,,,notMeasured,Y,,,,,,,,,,,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,Half way between Goleta Beach and Campus Point,34.414,decimal degrees,actual,-119.839,decimal degrees,actual,GPS,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,Y,N,N,Open blow out gash on dorsal surface left of fin,,1/27/12,Beach or Land,Advanced Decomposition,1/27/12,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING,Y,N,145,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,,Y,limited,1/27/12,
"Dolphin, common, long-beaked",Santa Barbara,Carpinteria,Carpinteria State Beach,34.391586,decimal degrees,actual,-119.522041,decimal degrees,,Internet,N,N,N,Y,N,N,Y,,N,,,Y,N,N,N,,N,N,N,N,N,,,7/3/15,Beach or Land,Fresh Dead,7/3/15,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,YEARLING,Y,N,151,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,,Y,complete,7/3/15,
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,"Mesa Ln Steps, approx 200y west",34.39711,decimal degrees,estimate,-119.731146,decimal degrees,estimate,Map,N,N,N,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,,,9/13/11,Beach or Land,Fresh Dead,9/13/11,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,,Y,N,189,cm,actual,118,lb,actual,N,N,N,N,N,,,N,Y,N,N,,,Y,complete,9/13/11,
"Dolphin, common, long-beaked",Santa Barbara,Montecito,Hammonds Meadows near Bonnymead,34.42,decimal degrees,estimate,-119.64,decimal degrees,estimate,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,5/3/12,Beach or Land,Advanced Decomposition,5/3/12,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,,N,Y,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,More Mesa Beach,34.417,decimal degrees,estimate,-119.811,decimal degrees,estimate,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,1/15/13,Beach or Land,Fresh Dead,1/15/13,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,,Y,N,145,cm,estimate,53,lb,actual,N,N,N,N,N,,,N,N,N,Y,Transferred to TMMC for training,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,East Beach,34.416338,decimal degrees,actual,-119.66974,decimal degrees,actual,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,5/10/13,Beach or Land,Fresh Dead,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,,N,N,1,cm,estimate,,,,N,Y,N,N,N,,,N,N,N,N,,Burried before I could examine,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Gaviota,,,decimal degrees,,,decimal degrees,,,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,5/19/13,Beach or Land,Fresh Dead,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,,N,N,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,El Capitan Point,34.458,decimal degrees,estimate,-120.023,decimal degrees,,Map,N,N,N,N,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,7/23/15,Beach or Land,Advanced Decomposition,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,,N,Y,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,Heavily shark scavanged on left body and back.
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,"Harbor, sand spit",34.406,decimal degrees,estimate,-119.688,decimal degrees,estimate,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,5/15/17,Beach or Land,Moderate Decomposition,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,,N,N,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,East Beach,34.416,decimal degrees,estimate,-119.669,decimal degrees,estimate,Map,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,5/21/17,,Advanced Decomposition,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,,N,N,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Carpinteria,near Rincon and 1/2 mile from tar pit ramp.,34.38478,decimal degrees,actual,-119.495717,decimal degrees,actual,GPS,,,,Y,,,Y,Unknown Entangling Net Fishery,,,,,,,,,,,,,,,,4/4/19,Beach or Land,Advanced Decomposition,4/4/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,FEMALE,,Y,,200,cm,actual,,,notMeasured,Y,,,,,,,,,,,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Santa Barbara,East Cabrillo Beach,34.4154472,decimal degrees,actual,-119.67515,decimal degrees,actual,GPS,,,,Y,,,,,Y,incisions from axillary to anus exposing abdominal cavity.,,,,,,,,,,,,,,4/29/19,Beach or Land,Advanced Decomposition,4/29/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,MALE,,Y,,228,cm,actual,,,notMeasured,Y,Y,,,,,,,,,,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,,34.4108849,decimal degrees,actual,-119.8825071,decimal degrees,actual,GPS,,,,CBD,,,,,,,,,,,,,,,,,,,,10/10/19,Beach or Land,Advanced Decomposition,10/10/19,Advanced Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,notMeasured,,,notMeasured,,,,,,,,,,,,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Goleta,Haskell's Beach,34.430828,decimal degrees,estimate,-119.915967,decimal degrees,estimate,Map,,,,N,,,,,,,,,,,,,,,,,,,,4/5/20,Beach or Land,Moderate Decomposition,4/5/20,Moderate Decomposition,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,Y,,,,notMeasured,,,,,Y,,,,,,,,,,,,N,,,
"Dolphin, common, long-beaked",Santa Barbara,Carpinteria,Rincon Point,34.373568,decimal degrees,estimate,-119.478494,decimal degrees,estimate,Map,,,,CBD,C,C,C,,,,,,,,,,,,,,,,,8/14/20,Beach or Land,Mummified/Skeletal,8/14/20,Mummified/Skeletal,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,notMeasured,,,notMeasured,Y,,,,,,,,,,,,,N,,,
"Dolphin, common, short-beaked",Santa Barbara,Unincoporated,Hollister Ranch,34.4707,decimal degrees,actual,-120.2961,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,Y,Y,,,,"COD: Emaciation/immunosuppression; Emaciated, mottled lungs, Fibrotic spleen, stomach empty, Sperm from genital slit at death, fibrotic cysts",,7/28/18,Beach or Land,Alive,7/28/18,Alive,,,,,Y,,,,,,,,,Y,,Y,,,,,,,,,,MALE,ADULT,Y,,180,cm,actual,100,lb,estimate,,,,,,,,,Y,,,,,Y,complete,7/29/18,"7/28/18 Call received from Security at Hollister Ranch of live dolphin on beach. CIMWI volunteers and Vet responded. Found Common Dolphin experiencing seizures. Determination by Vet to humanely euthanize. Michelle Berman,CICRU notified of circumstances & location of animal for measurements and sampling. MTE still in effect. Post note: CICRU unable to respond. After discussion,CIMWI will recover remains tomorrow 7/29/18 & perform necropsy."
"Dolphin, common, short-beaked",Santa Barbara,N Santa Barbara County,El Capitan State Beach - East End,34.3936,decimal degrees,actual,-119.5241,decimal degrees,actual,GPS,,,,N,,,,,,,,,,,,,,,,,,,,7/22/19,Beach or Land,Alive,7/22/19,Alive,,,,,,,Y,,Channel Islands Marine and Wildlife Institute,,,,,Y,,,,,,,,,,,,MALE,SUBADULT,Y,,191.77,cm,actual,83.46,kg,actual,,,,,,,,,,,,,,Y,complete,7/23/19,"Subadult short beaked common dolphin stranded twice on shore, seizing."
"Dolphin, common, short-beaked",Santa Barbara,,LITTLE DRAKES BEACH,,decimal degrees,,,decimal degrees,,,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,10/2/09,Beach or Land,Alive,10/2/09,Alive,N,Y,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,MINOR SCRAPES; PUSHED OFF SHORE AND DID OKAY,FEMALE,UNKNOWN,N,N,65,cm,estimate,,,,N,N,N,N,N,,,N,N,N,N,,,NA,,,
"Dolphin, common, short-beaked",Santa Barbara,,"San Miguel Island, north end of Simonton Cove",34.066883,decimal degrees,,-120.3682,decimal degrees,,,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,CBD,N,N,N,N,,,1/12/11,Beach or Land,Advanced Decomposition,1/12/11,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN,N,N,80,in,actual,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,No obvious nets or cuts but carcass was fairly decomposed.
"Dolphin, northern right whale",Santa Barbara,,"BECHERS BAY, SANTA ROSA ISLAND",34.0071,decimal degrees,actual,-120.04778,decimal degrees,actual,GPS,N,Y,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,5/21/09,Beach or Land,Alive,5/22/09,Fresh Dead,N,N,N,N,N,Y,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT,Y,N,313,cm,actual,275,lb,actual,N,N,N,N,N,,,N,Y,N,N,,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,Y,complete,5/23/09,1 OF 5 ANIMALS THAT MASS STRANDED ON THIS DATE AT THIS SITE
"Dolphin, northern right whale",Santa Barbara,,"BECHERS BAY, SANTA ROSA ISLAND",34.008391,decimal degrees,actual,-120.0488,decimal degrees,actual,Other,N,Y,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,5/21/09,Beach or Land,Moderate Decomposition,5/22/09,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT,Y,N,302,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,HEAD TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,Y,limited,5/22/09,1 OF 5 ANIMALS THAT MASS STRANDED ON THIS DATE AT THIS SITE
"Dolphin, northern right whale",Santa Barbara,SANTA BARBARA,"EAST BEACH, JUST EAST OF STERNS WHARF",34.411647,decimal degrees,actual,-119.687797,decimal degrees,actual,GPS,N,N,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,6/10/10,,Alive,6/10/10,Fresh Dead,N,N,N,N,Y,N,N,,,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,,ANIMAL REPORTEDLY PUSHED OUT TO SEA BY GENERAL PUBLIC PRIOR TO BEING EUTHANIZED BY SBMMC PERSONNEL,MALE,ADULT,Y,N,284,cm,actual,194,lb,actual,N,N,N,N,N,,,N,Y,N,N,,,Y,limited,6/16/10,
"Dolphin, northern right whale",Santa Barbara,,"BECHERS BAY, SANTA ROSA ISLAND",34.0071,decimal degrees,actual,-120.04778,decimal degrees,actual,GPS,N,Y,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,5/21/09,Beach or Land,Alive,5/22/09,Fresh Dead,N,N,N,N,N,Y,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT,Y,N,220.5,cm,actual,167,lb,actual,N,N,N,N,N,,,N,Y,N,N,,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,Y,complete,5/23/09,1 OF 5 ANIMALS THAT MASS STRANDED ON THIS DATE AT THIS SITE
"Dolphin, northern right whale",Santa Barbara,,"BECHERS BAY, SANTA ROSA ISLAND",34.0071,decimal degrees,actual,-120.04778,decimal degrees,actual,GPS,N,Y,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,5/21/09,Beach or Land,Alive,5/22/09,Fresh Dead,N,N,N,N,N,Y,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT,Y,N,221,cm,actual,156,lb,actual,N,N,N,N,N,,,N,Y,N,N,,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,Y,complete,5/22/09,1 OF 5 ANIMALS THAT MASS STRANDED ON THIS DATE AT THIS SITE
"Dolphin, northern right whale",Santa Barbara,Santa Rosa Island,"SOUTH END OF WATER CANYON BEACH, CENTRAL BECHERS BAY",33.98873,decimal degrees,actual,-120.03033,decimal degrees,,Other,N,N,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,5/22/08,Beach or Land,Fresh Dead,5/22/08,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,UNKNOWN,Y,N,209,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,SKIN SAMPLE TO SWFSC LABORATORY,N,,,
"Dolphin, northern right whale",Santa Barbara,,"BECHERS BAY, SANTA ROSA ISLAND",34.0071,decimal degrees,actual,-120.04778,decimal degrees,actual,GPS,N,Y,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,5/21/09,,Fresh Dead,5/21/09,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN,Y,N,0,cm,actual,0,kg,actual,Y,N,N,N,N,,,N,N,N,N,,NO PARTS COLLECTED; CARCASS WASHED BACK OUT TO SEA PRIOR TO ARRIVAL OF SCIENTIFIC PERSONNEL ON 5/22/09,N,,,1 OF 5 ANIMALS THAT MASS STRANDED ON THIS DATE AT THIS SITE
"Dolphin, northern right whale",Santa Barbara,Santa Rosa Island,"Old Ranch House Canyon Beach, near Abalone Rock",33.9557,decimal degrees,estimate,-119.9774,decimal degrees,estimate,Internet,N,N,N,CBD,N,N,N,,N,,,N,N,N,N,,,N,N,N,N,,,6/4/11,Beach or Land,Mummified/Skeletal,6/4/11,Mummified/Skeletal,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,,N,Y,180,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,,N,,,
"Dolphin, Pacific white-sided",Santa Barbara,,"RED EYE BEACH, SAN NICOLAS ISLAND",32.817514,decimal degrees,estimate,-118.353109,decimal degrees,estimate,Internet,N,,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,12/4/09,Beach or Land,Advanced Decomposition,12/4/09,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN,N,N,183,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,"SKIN, MUSCLE AND TEETH TO SWFSC",N,,,
"Dolphin, Pacific white-sided",Santa Barbara,Goleta,Refugio State Beach,34.462887,decimal degrees,estimate,-120.070822,decimal degrees,estimate,Map,,,,N,,,,,,,,,,,,,,,,,,,,1/13/20,Beach or Land,Fresh Dead,1/13/20,Fresh Dead,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,notMeasured,,,notMeasured,,,,,,,,,,,,,,N,,,"Dead dolphin in tidal zone Refugio SB in front of Day Use ""Would you come out to do a necropsy or need more information?"" by the time we arrived animal was not on the beach and both reporting parties had heard from other visitors the animal was ""taken"" but no one saw anyone take it. RP text ""Some campers had told me someone picked up the dolphin but maybe they just assumed because they didn't see it anymore."" So we now assume the animal was not taken by anyone but rather washed out with the tide."
"Dolphin, Risso's",Santa Barbara,,"SIMONTON COVE, SAN MIGUEL ISLAND",,decimal degrees,,,decimal degrees,,,N,N,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,4/19/10,Beach or Land,Moderate Decomposition,4/19/10,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT,Y,N,350,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,SKIN SAMPLE TO SWFSC,N,,,
"Dolphin, Risso's",Santa Barbara,,"SIMONTON COVE, SAN MIGUEL ISLAND",34.06327,decimal degrees,actual,-120.37238,decimal degrees,actual,GPS,N,N,N,CBD,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,4/22/10,Beach or Land,Advanced Decomposition,4/22/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT,Y,N,318,cm,actual,,,,Y,N,N,N,N,,,N,N,N,N,,SKIN SAMPLE TO SWFSC,N,,,
"Dolphin, Risso's",Santa Barbara,Lompoc,shuman beach,34.96372,decimal degrees,estimate,-120.651369,decimal degrees,estimate,Internet,N,N,N,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,,,11/5/15,,Advanced Decomposition,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT,N,Y,1,cm,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,probably dead 4-6 days before observation,N,,,Heavily Scavenged
"Dolphin, Risso's",Santa Barbara,,"GUADALUPE BEACH, APPROXIMATELY SOUTH OF GUADALUPE BEACH PARKING LOT",34.95412,decimal degrees,actual,-120.65554,decimal degrees,actual,GPS,N,N,N,N,N,N,N,,N,,,Y,N,N,N,,N,N,N,N,N,,,4/13/08,Beach or Land,Advanced Decomposition,4/13/08,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF,N,N,65,in,estimate,,,,Y,N,N,N,N,,,N,N,N,N,,NO PARTS COLLECTED,N,,,CARCASS HAD BEEN HEAVILY PREDATED; MOST OF THE MUSCLE; SKIN; BLUBBER & ORGAN TISSUE WAS GONE; ONLY THE VERTEBRAE COLUMN AND SOME BLUBBER ALONG THE BACK WITH THE DORSAL FIN REMAIN; NO TEETH PRESENT IN THE LOWER JAW; ANIMAL APPEARS TO BE A NEWBORN OR A STILL BORN ANIMAL BASED ON ITS OVERALL SIZE; THREE PHOTOS TAKEN OF THE CARCASS
