Common Name,Date of Occurance,Date of Examination,County,City,Location Details,Latitude,Longitude,Type of Occurance,Initial Condition,Initial Disposition,Sex,Age,Length,Length Units,Weight,Weight Units,Stranding Remarks,Material Disposition,Final Disposition Remarks
CALIFORNIA SEA LION,5/4/84,,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,342425,1194115,ILLNESS/INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,U,PUP,39,IN,25,LB,,,SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,5/22/84,,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SURF BEACH, VANDENBERG AIR FORCE BASE",344200,1203600,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,PUP,,,,,,,LEFT AT SITE
HUBBS' BEAKED WHALE,6/11/84,6/12/84,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,342425,1194115,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,M,UNKNOWN,404,CM,1200,LB,,"PHOTOS TAKEN; SKULL, SKELETON, & TISSUE SAMPLES TO SANTA BARBARA MUSEUM OF NATURAL HISTORY",SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,6/18/84,6/19/84,SANTA BARBARA,ISLA VISTA,ISLA VISTA BEACH,342500,1195300,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,UNKNOWN,144,CM,95,LB,ANIMAL ILL THEN DIED,,DIED AT SANTA BARBARA MUSEUM OF NATURAL HISTORY
PACIFIC WHITE-SIDED DOLPHIN,6/25/84,6/26/84,SANTA BARBARA,GOLETA,EAST OF GOLETA PIER,342500,1194900,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,M,UNKNOWN,191,CM,,,,"PHOTOS TAKEN; TRANSFERRED SKULL & HYOIDS TO NRO, POINT MUGU NAS; DOC-4085-F/SWR.","NATURAL RESOURCES OFFICE, POINT MUGU NAVAL AIR STATION"
COMMON DOLPHIN,8/8/84,,SANTA BARBARA,,"JALAMA BEACH COUNTY PARK, 6 MILES NORTH OF POINT CONCEPTION",343000,1213000,ILLNESS/INJURY-RELATED,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,M,UNKNOWN,191,CM,181,LB,STRANDED TWICE IN A SHORT PERIOD OF TIME; WOULDN'T SWIM OUT TO SEA,"PHOTOS TAKEN; SKULL TO SANTA BARBARA MUSEUM OF NATURAL HISTORY; POST CRANIAL TO UC SANTA BARBARA ANTHROPOLOGY DEPARTMENT, DOC-F/SWR-4068",SANTA BARBARA MUSEUM OF NATURAL HISTORY
COMMON DOLPHIN,8/9/84,,SANTA BARBARA,GUADALUPE,NORTH OF GUADALUPE BY END OF HIGHWAY 166 & SANTA MARIA RIVER MOUTH,345800,1203900,ILLNESS/INJURY-RELATED,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,F,UNKNOWN,180,CM,,,VERY SLIGHTLY BUILT IN ITS PROPORTIONS; ALMOST THOUGHT TO BE A STENELLA; INJURED LEFT EYE & MOUTH; SOME BLOOD FROM RECTUM;  DIED 2 HOURS AFTER MORRO BAY AQUARIUM ARRIVED; COULD NOT SWIM,"TRANSFERRED SKULL & HYOIDS TO NATURAL RESOURCES OFFICE, POINT MUGU NAVAL AIR STATION; (DOC-4086-F/SWR)","NATURAL RESOURCES OFFICE, POINT MUGU NAVAL AIR STATION"
HARBOR SEAL,8/27/84,,SANTA BARBARA,SANTA BARBARA,,342500,1194100,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,U,UNKNOWN,,,,,,"SKULL TO SANTA BARBARA MUSEUM OF NATURAL HISTORY; SKULL TRANSFERRED TO MEDICAL SCHOOL, WASHINGTON UNIVERSITY, DEPARTMENT OF OTOLARYNGOLOGY; (DOC-4065A-F/SWR)","MEDICAL SCHOOL, WASHINGTON UNVERSITY, ST LOUIS UNIVERSITY, MO"
COMMON DOLPHIN,9/4/84,,SANTA BARBARA,SANTA BARBARA,"EAST BEACH, IN FRONT OF CABRILLO BATHHOUSE",342500,1194000,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,M,CALF,93,CM,,,NO TEETH ERUPTED,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
PACIFIC WHITE-SIDED DOLPHIN,9/14/84,,SANTA BARBARA,MONTECITO,FERNALD POINT,342500,1193600,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,F,UNKNOWN,231,CM,,,,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
COMMON DOLPHIN,9/19/84,9/23/84,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,342345,1194400,UNKNOWN,FRESH DEAD,LEFT AT SITE,M,ADULT,221,CM,,,BEACHED LIVE ON 9/19; RESISTED CAPTURE;  RETURNED TO SEA; GONE NEXT DAY; BUT CAME IN 9/21 ABOUT 1 MILE EAST,,LEFT AT SITE
PACIFIC WHITE-SIDED DOLPHIN,10/27/84,10/28/84,SANTA BARBARA,GOLETA,3/4 MILE SOUTH OF GOLETA BEACH COUNTY PARK,342400,1194900,UNKNOWN,FRESH DEAD,LEFT AT SITE,M,UNKNOWN,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,12/25/84,12/25/84,SANTA BARBARA,,"TAJIGUAS COVE, 25 MILES WEST OF SANTA BARBARA",,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP,36,IN,18,LB,,,RELEASED AT SANTA CRUZ ISLAND
HUMPBACK WHALE,12/27/84,12/27/84,SANTA BARBARA,,"OFFSHORE, BETWEEN OIL PLATFORMS HILLHOUSE & HABITAT",,,GILLNET-RELATED,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,,,,,1 OF 2 CARCASSES ENTANGLES IN GILLNET (SEE ALSO 8412041),,LEFT AT SITE
HUMPBACK WHALE,12/27/84,12/27/94,SANTA BARBARA,,"OFFSHORE, BETWEEN OIL PLATFORMS HILLHOUSE & HABITAT",,,GILLNET-RELATED,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,,,,,1 OF 2 CARCASSES ENTANGLES IN GILLNET (SEE ALSO 8412040),,LEFT AT SITE
GRAY WHALE,2/11/85,2/11/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"MINUTEMAN BEACH, 1/2 MILE SOUTH OF PARKING AREA, VANDENBERG AIRFORCE BASSE",345000,1203600,GILLNET-RELATED,MODERATE DECOMPOSITION,SPECIMEN TO SCIENTIFIC COLLECTION,F,ADULT,1219,CM,80000,LB,ROPE WITH POLYSTYRENE FLOAT WRAPPED AROUND FLUKES,PHOTOS TAKEN; SKULL TO SANTA BARBARA MUSEUM OF NATURAL HISTORY; SKULL TRANSFERRED TO POINT REYES NATIONAL SEASHORE ON 03/19/85,POINT REYES NATIONAL SEASHORE
HARBOR SEAL,2/17/85,2/17/85,SANTA BARBARA,SANTA BARBARA,,,,NATURAL ABANDONMENT,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,F,PUP,26,IN,,,NATURAL ABANDONMENT; 7 DAY OLD PUP,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
HARBOR SEAL,3/7/85,3/7/85,SANTA BARBARA,GOLETA,GOLETA POINT,,,NATURAL ABANDONMENT,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,F,PUP,19,IN,12,LB,NATURAL ABANDONMENT,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
COMMON DOLPHIN,3/7/85,3/7/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"MINUTEMAN BEACH, VANDENBERG AIRFORCE BASE",345200,1203700,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,F,UNKNOWN,,,175,LB,SNOUT BADLY BROKEN,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,3/12/85,,SANTA BARBARA,SANTA BARBARA,HOLLISTER RANCH BEACH,342800,1201815,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,M,UNKNOWN,,,,,,,LEFT AT SITE
GRAY WHALE,3/14/85,,SANTA BARBARA,GOLETA,BEACH IN FRONT OF SANDPIPER GOLF COURSE,342615,1195400,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,F,UNKNOWN,800,CM,,,,PHOTOS TAKEN; LEFT EYE TO SANTA BARBARA ZOO.  PHOTOS TAKEN.,SANTA BARBARA ZOO
HARBOR SEAL,3/18/85,3/18/85,SANTA BARBARA,,GOVERNMENT POINT,342645,1202730,NATURAL ABANDONMENT,ALIVE,TAKEN TO REHAB CENTER,F,PUP,19,IN,8,LB,RELEASED IN TIDEPOOL AT MONTEREY BAY AQUARIUM; NATURAL ABANDONMENT,,RELEASED AT MONTEREY BAY AQUARIUM
NORTHERN ELEPHANT SEAL,3/24/85,3/25/85,SANTA BARBARA,SANTA BARBARA,"ON BEACH, IN FRONT OF SANTA BARBARA YACHT CLUB",,,ILLNESS/INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP,46,IN,,,,,RELEASED AT HOLLISTER RANCH
HARBOR SEAL,3/26/85,3/26/85,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,342345,1194400,NATURAL ABANDONMENT,ALIVE,TAKEN TO REHAB CENTER,F,PUP,23,IN,15,LB,RELEASED IN TIDEPOOL AT MONTEREY BAY AQUARIUM; NATURAL ABANDONMENT,,RELEASED AT MONTEREY BAY AQUARIUM
NORTHERN ELEPHANT SEAL,3/29/85,3/29/85,SANTA BARBARA,,,342500,1194100,ILLNESS/INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,UNKNOWN,,,,,UNKNOWN CAUSE OF DEATH; NO STRANDING REPORT FILED WITH ANIMAL; TAKEN FROM SUMMARY REPORTS FROM MARINELAND OF THE PACIFIC,,DIED AT MARINELAND OF THE PACIFIC
COMMON DOLPHIN,3/31/85,4/1/85,SANTA BARBARA,SANTA BARBARA,"LEADBETTER BEACH, NEAR SANTA BARBARA HARBOR",342400,1194200,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,M,ADULT,237,CM,296,LB,,PHOTOS TAKEN; UNKNOWN TISSUES FOR HISTOPATHOLOGY; SKULL TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,4/1/85,4/5/85,SANTA BARBARA,MONTECITO,PADARO LANE,342500,1193800,ILLNESS/INJURY-RELATED,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,F,UNKNOWN,150,CM,86,LB,STRANDED ALIVE; BROKEN NECK FROM UNKNOWN CAUSE; DIED DURING TRANSPORTATION TO SANTA BARBARA MUSEUM OF NATURAL HISTORY; CONTARACTS BOTH EYES; TAG WOUND SOME WHAT AGGREVATED,,DIED DURING TRANSPORTATION TO SANTA BARBARA MUSEUM OF NATURAL HISTORY
NORTHERN ELEPHANT SEAL,4/13/85,4/15/85,SANTA BARBARA,SANTA BARBARA,EAST BEACH,342500,1194000,UNKNOWN,FRESH DEAD,BURIED,F,ADULT,244,CM,,,,,BURIED
CALIFORNIA SEA LION,4/26/85,,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"NORTH OCEAN BEACH PARK, VANDENBERG AIRFORCE BASE",344227,1203600,ILLNESS/INJURY-RELATED,ALIVE,LEFT AT SITE,M,SUBADULT,72,IN,250,LB,STRANDED ALIVE; LEFT AT SITE; DIED TWO DAYS LATER,,DIED AT SITE
GRAY WHALE,5/5/85,,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"POINT PEDERNALES, VANDENBERG AIRFORCE BASE",343615,1203830,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,276,IN,,,MANDIBLE PREVIOUSLY REMOVED BY UNKNOWN AGENT,,LEFT AT SITE
NORTHERN ELEPHANT SEAL,5/9/85,5/9/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SANDY STRAND BEACH, 1/4 MILE SOUTH OF SAN ANTONIO CREEK, VANDENBERG AIRFORCE BASE",344730,1203727,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,M,SUBADULT,80,IN,300,LB,HEAVY TAR AROUND HEAD AREA; COULD HAVE BEEN DEPOSITED AFTER CARCASS WASHED UP ON BEACH,,LEFT AT SITE
CALIFORNIA SEA LION,6/1/85,,SANTA BARBARA,SANTA BARBARA,ARROYO BURRO BEACH COUNTY PARK,342407,1194430,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,UNKNOWN,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/9/85,6/12/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SURF BEACH, CONFLUENCE OF SANTA YNEZ RIVER & OCEAN, VANDENBURG AIRFORCE BASE",344200,1203600,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,SUBADULT,51,IN,130,LB,"TOP OF HEAD, SOME OF PREMAXILLARIES & MANDIBLES MISSING; THROAT WOUNDS; POSSIBLE SHARK BITE",,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"NORTH OF PURISIMA POINT, VANDENBURG AIRFORCE BASE",344630,1203745,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"NORTH OF PURISIMA POINT, VANDENBURG AIRFORCE BASE",344700,1203740,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,,,,,CARCASS HEAVILY FED UPON,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,U,PUP,,,,,MOST OF CARCASS CONSUMED BY COYOTES,,LEFT AT SITE
HARBOR SEAL,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SAN ANTONIO CREEK AREA, VANDENBURG AIRFORCE BASE",344715,1203730,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,PUP,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,FRESH DEAD,LEFT AT SITE,M,PUP,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,FRESH DEAD,LEFT AT SITE,M,UNKNOWN,60,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SAN ANTONIO CREEK AREA, VANDENBURG AIRFORCE BASE",344750,1203715,PREDATION-RELATED,MODERATE DECOMPOSITION,LEFT AT SITE,F,ADULT,,,,,WITH PUP 8506047; APPARENTLY BOTH KILLED BY COYOTES,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SAN ANTONIO CREEK AREA, VANDENBURG AIRFORCE BASE",344750,1203715,PREDATION-RELATED,MODERATE DECOMPOSITION,LEFT AT SITE,U,PUP,,,,,WITH ADULT FEMALE 8506033; APPARENTLY BOTH KILLED BY COYOTES;  PUP MOSTLY CONSUMED,,LEFT AT SITE
HARBOR SEAL,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"NORTH OF PURISIMA POINT, VANDENBURG AIRFORCE BASE",344550,1203805,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,YEARLING,,,,,APPROXIMATELY 1-2 YEARS OLD,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"NORTH OF PURISIMA POINT, VANDENBURG AIRFORCE BASE",344600,1203800,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,F,SUBADULT,,,,,SUBADULT APPROXIMATELY 2-3 YEARS OLD,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SAN ANTONIO CREEK AREA, VANDENBURG AIRFORCE BASE",344755,1203705,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,PUP,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SAN ANTONIO CREEK AREA, VANDENBURG AIRFORCE BASE",344810,1203705,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,ADULT,60,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SAN ANTONIO CREEK AREA, VANDENBURG AIRFORCE BASE",344915,1203645,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,ADULT,60,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,VANDENBURG AIRFORCE BASE,345010,1203640,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,F,ADULT,72,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,VANDENBURG AIRFORCE BASE,345020,1203635,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,F,ADULT,60,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,PUP,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,SUBADULT,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,M,SUBADULT,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,PUP,,,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/15/85,6/15/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SCHUMANN CREEK AREA, VANDENBURG AIRFORCE BASE",345030,1203630,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,U,UNKNOWN,48,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,6/28/85,6/29/85,SANTA BARBARA,,EL CAPITAN STATE BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,YEARLING,55,IN,45,LB,,,RELEASED AT ANACAPA ISLAND
NORTHERN ELEPHANT SEAL,6/30/85,,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"MINUTEMAN BEACH, VANDENBURG AIRFORCE BASE",345100,1203600,UNKNOWN,FRESH DEAD,LEFT AT SITE,U,SUBADULT,,,,,TAGGED AS PUP IN FEBRUARY 1983 ON SAN MIGUEL ISLAND,,LEFT AT SITE
CALIFORNIA SEA LION,7/1/85,,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"MINUTEMAN BEACH, VANDENBERG AIRFORCE BASE",345100,1203600,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,M,ADULT,76,IN,,,,,LEFT AT SITE
HARBOR SEAL,7/1/85,7/1/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"MINUTEMAN BEACH, VANDENBERG AIRFORCE BASE",345100,1203600,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,F,SUBADULT,50,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,7/1/85,,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"MINUTEMAN BEACH, VANDENBERG AIRFORCE BASE",345100,1203600,UNKNOWN,MODERATE DECOMPOSITION,LEFT AT SITE,F,SUBADULT,48,IN,,,,,LEFT AT SITE
CALIFORNIA SEA LION,7/4/85,7/14/85,SANTA BARBARA,MONTECITO,MIRAMAR BEACH,,,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,SUBADULT,,,,,"EUTHANIZED DUE TO MASSIVE INFECTION OF GUMS, JAWS & SKULL",,SANTA BARBARA MARINE MAMMAL CENTER
HARBOR PORPOISE,7/12/85,7/16/85,SANTA BARBARA,,ABOUT 1/2 MILE SOUTH OF SURF RAILWAY DEPOT ON BEACH,344200,1203600,UNKNOWN,ADVANCED DECOMPOSITION,SPECIMEN TO SCIENTIFIC COLLECTION,F,UNKNOWN,179,CM,,,FOUND NEAR SID 8507003; SEX ID NOT POSITIVE,SKULL & MANDIBLES TO SANTA BARBARA MUSEM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,7/12/85,7/13/85,SANTA BARBARA,ISLA VISTA,ISLA VISTA BEACH,,,BOAT COLLISION,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,F,UNKNOWN,,,77,LB,STRANDED ALIVE THEN DIED FROM HER INJURIES; EXTENSIVE WOUNDS TO PELVIC AREA & DORSAL SIDE DUE TO PROPELLER; MOST OF LEFT HIND FLIPPER GONE; ONE DIGIT ON RIGHT HIND FLIPPER; PROLAPSED UTERUS & RECTUM; PUS DISCHARGE; NOT SHARK BITE,CARCASS TO SANTA BARBARA MARINE MAMMAL CENTER,SANTA BARBARA MUSEUM OF NATURAL HISTORY
HARBOR PORPOISE,7/15/85,7/16/85,SANTA BARBARA,,ABOUT 1/3 MILE SOUTH OF SURF RAILWAY DEPOT ON BEACH,344200,1203600,UNKNOWN,ADVANCED DECOMPOSITION,SPECIMEN TO SCIENTIFIC COLLECTION,M,UNKNOWN,158,CM,,,FOUND NEAR SID 8507004,SKULL & LOWER MANDIBLES TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,8/5/85,8/5/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SANDY STRAND BEACH, NORTH OF SAN ANTONIO CREEK, VANDENBERG AIR FORCE BASE",345000,1203600,UNKNOWN,FRESH DEAD,LEFT AT SITE,F,ADULT,64,IN,180,LB,NO VISIBLE INJURY; BUT MARKS IN SAND INDICATE IT WAS IN PAIN BEFORE DEATH; LACTATING FEMALE,,LEFT AT SITE
CALIFORNIA SEA LION,8/8/85,8/5/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"SANDY STRAND BEACH, NORTH OF SAN ANTONIO CREEK, VANDENBERG AIR FORCE BASE",345000,1203100,UNKNOWN,ADVANCED DECOMPOSITION,LEFT AT SITE,F,SUBADULT,48,IN,70,LB,HEAD CLEANLY SEVERED,,LEFT AT SITE
CALIFORNIA SEA LION,9/21/85,9/26/85,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"3/4 MILE  NORTH OF OCEAN BEACH, VANDENBERG AIR FORCE BASE",344230,1203600,INJURY-RELATED,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,M,SUBADULT,74,IN,140,LB,POSSIBLE BROKEN OR DISLOCATED JAW; SHOT TO END SUFFERING; BEACHED SINCE AT LEAST 9/21,,RETURNED TO SEA
NORTHERN FUR SEAL,10/18/85,10/18/85,SANTA BARBARA,,EL CAPITAN STATE BEACH,342845,12001,ILLNESS/INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP,,,,,APPROXIMATELY 3 MONTHS OLD; EMACIATED PUP WITH WOUNDS ON HIND FLIPPER,,DIED AT SANTA BARBARA MUSEUM OF NATURAL HISTORY
BOTTLENOSE DOLPHIN,11/8/85,11/8/85,SANTA BARBARA,MONTECITO,FERNALD POINT,342500,1193700,UNKNOWN,ADVANCED DECOMPOSITION,SPECIMEN TO SCIENTIFIC COLLECTION,U,UNKNOWN,,,,,TOO COMPOSED FOR MEASUREMENTS; TAIL GONE,,SANTA BARBARA MUSEUM OF NATURAL HISTORY
CALIFORNIA SEA LION,12/2/85,12/2/85,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA YACHT CLUB,3425,11941,ILLNESS-RELATED,ALIVE,TAKEN TO REHAB CENTER,F,PUP,37,IN,22,LB,APPROXIMATELY 6 MONTHS OLD,,RELEASED AT ANACAPA ISLAND
CALIFORNIA SEA LION,12/14/85,12/15/85,SANTA BARBARA,MONTECITO,FERNALD POINT,3425,11937,ILLNESS/INJURY-RELATED,ALIVE,SPECIMEN TO SCIENTIFIC COLLECTION,M,PUP,36,IN,14,LB,APPROXIMATELY 6 MONTHS OLD; ANIMAL DIED OF PNEUMONIA,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,DIED AT SANTA BARBARA MARINE MAMMAL CENTER
GRAY WHALE,1/26/86,1/26/86,SANTA BARBARA,VANDENBERG AIR FORCE BASE,"NORTH OF SAN ANTONIO LAGUNA, VANDENBERG AIR FORCE BASE",344756,1203722,UNKNOWN,FRESH DEAD,SPECIMEN TO SCIENTIFIC COLLECTION,F,CALF,481,CM,,,CAUSE OF STRANDING UNKNOWN; ACCESSION #327,PHOTOS TAKEN; SKELETON TO MUSEUM COLLECTION POINT REYES NATIONAL SEASHORE; TRANSFERRED TO EDUCATION COLLECTION POINT REYES NATIONAL SEASHORE ON 1/1/1987,EDUCATION CENTER POINT REYES NATIONAL SEASHORE
CALIFORNIA SEA LION,2/18/86,2/19/86,SANTA BARBARA,SANTA BARBARA,,,,ILLNESS/INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,PUP,,,25,LB,APPROXIMATELY 8 MONTHS OLD,,"TRANSFERRED TO OKALHOMA CITY ZOO, OKLAHOMA CITY, OKLAHOMA"
CALIFORNIA SEA LION,2/28/86,3/1/86,SANTA BARBARA,SANTA BARBARA,SANTA BARBARA HARBOR,,,ILLNESS/INJURY-RELATED,ALIVE,TAKEN TO REHAB CENTER,M,UNKNOWN,46,IN,34,LB,,CARCASS TO SANTA BARBARA MUSEUM OF NATURAL HISTORY,DIED AT SANTA BARBARA MARINE MAMMAL CENTER
